machine_id,plant_location,temperature,vibration,pressure,humidity,runtime_hours,load_percentage,maintenance_history,failure_within_7days
M00379,Plant_B,86.99,0.293,27.06,68.27,729,96.93,4,0
M00380,Plant_A,84.21,0.789,30.61,58.28,2399,63.71,0,0
M00381,Plant_D,84.92,0.732,33.02,63.49,117,60.9,1,0
M00382,Plant_B,74.74,0.466,25.96,60.18,1368,60.71,4,0
M00383,Plant_D,58.47,1.099,31.07,54.92,1276,54.26,3,0
M00384,Plant_A,90.97,1.127,25.95,61.55,1732,94.82,5,0
M00385,Plant_A,75.21,0.603,33.99,64.72,599,98.99,1,0
M00386,Plant_D,71.37,1.09,26.42,46.74,557,97.73,3,0
M00387,Plant_C,86.93,0.584,28.21,50.08,214,92.6,5,0
M00388,Plant_C,76.08,0.937,24.53,46.71,852,92.34,3,0
M00389,Plant_A,90.6,0.676,33.77,53.57,868,83.05,3,0
M00390,Plant_A,86.17,0.323,28.07,66.55,2594,91.31,4,0
M00391,Plant_C,86.84,1.128,42.25,50.36,2500,60.42,1,0
M00392,Plant_C,66.34,0.654,38.25,51.23,2772,69.4,1,0
M00393,Plant_D,92.12,0.934,34.44,65.81,1970,82.04,3,0
M00394,Plant_D,82.61,0.567,28.62,55.46,2688,93.74,0,0
M00395,Plant_C,76.31,0.219,38.04,56.06,421,83.02,2,0
M00396,Plant_D,81.43,0.301,40.53,65.82,2072,91.95,5,1
M00397,Plant_D,62.24,0.696,36.14,54.72,325,73.7,0,0
M00398,Plant_B,84.09,0.89,47.83,60.45,460,85.87,4,1
M00399,Plant_D,69.71,0.535,38.68,42.57,1654,99.0,5,0
M00400,Plant_A,66.47,0.895,42.31,45.36,933,57.67,2,0
M00401,Plant_D,64.78,0.899,36.07,52.13,211,96.35,0,0
M00402,Plant_D,91.13,0.904,40.41,54.85,311,76.12,5,0
M00403,Plant_C,73.71,0.693,28.63,68.97,1356,82.16,1,0
M00404,Plant_A,95.34,1.115,31.33,69.12,1047,93.89,0,0
M00405,Plant_D,74.64,0.689,37.79,65.54,258,70.48,3,0
M00406,Plant_D,62.93,0.65,37.74,49.47,2719,70.93,4,0
M00407,Plant_B,68.83,0.399,39.06,68.92,2008,76.36,0,0
M00408,Plant_D,92.36,0.508,43.8,60.68,1447,50.96,5,0
M00409,Plant_D,78.44,0.242,23.6,51.79,1371,74.83,0,0
M00410,Plant_B,74.52,0.834,27.2,61.05,2817,64.55,5,1
M00411,Plant_C,81.6,0.449,36.84,40.5,1010,96.4,2,0
M00412,Plant_D,85.02,0.504,29.21,44.38,2551,54.39,3,0
M00413,Plant_B,91.17,0.971,62.02,64.89,503,72.97,2,0
M00414,Plant_A,94.48,0.527,39.13,59.37,1941,97.37,4,0
M00415,Plant_C,76.4,0.442,34.37,50.93,2748,95.05,4,0
M00416,Plant_A,66.74,0.369,30.88,55.02,1790,85.07,5,0
M00417,Plant_A,75.87,0.975,31.16,67.15,1563,79.47,3,0
M00418,Plant_B,82.6,0.33,35.24,58.95,1356,64.04,2,0
M00419,Plant_D,70.36,0.654,35.9,51.94,292,68.35,3,0
M00420,Plant_B,70.43,0.707,31.35,43.61,1222,54.51,2,0
M00421,Plant_B,83.44,0.887,32.81,48.81,2074,89.31,5,1
M00422,Plant_B,79.51,0.833,45.75,69.35,1742,66.19,5,0
M00423,Plant_B,80.33,1.011,46.08,53.12,1099,83.39,5,0
M00424,Plant_C,72.42,0.245,37.02,54.16,1839,67.88,1,0
M00425,Plant_D,77.7,0.496,24.27,54.96,622,73.22,3,0
M00426,Plant_A,70.76,0.48,39.31,66.52,449,77.75,4,0
M00427,Plant_A,88.9,0.346,47.43,58.12,2463,90.09,2,0
M00428,Plant_D,90.35,0.489,45.96,60.81,1840,60.56,1,0
M00429,Plant_A,61.54,0.51,40.88,51.68,2044,69.94,4,0
M00430,Plant_D,70.7,0.722,46.38,40.87,1660,56.5,2,0
M00431,Plant_A,65.03,0.864,35.43,67.93,751,53.79,1,0
M00432,Plant_B,73.5,0.581,40.02,68.47,734,80.23,4,0
M00433,Plant_A,79.17,0.919,29.55,68.47,1901,59.45,4,0
M00434,Plant_D,65.5,0.536,37.34,68.31,692,52.99,1,0
M00435,Plant_D,70.78,0.49,45.64,64.46,2591,94.85,4,0
M00436,Plant_D,69.96,0.741,30.28,60.54,2768,76.72,2,0
M00437,Plant_D,82.07,0.224,28.11,65.34,1331,56.73,2,0
M00438,Plant_D,80.69,0.28,35.78,58.02,855,52.67,4,0
M00439,Plant_C,72.78,0.618,33.19,44.03,1399,55.99,0,0
M00440,Plant_C,81.77,1.143,40.19,51.74,596,73.57,5,0
M00441,Plant_A,74.53,0.922,31.37,69.14,872,83.42,1,0
M00442,Plant_D,77.28,0.288,48.75,50.53,2521,82.06,0,0
M00443,Plant_A,96.73,1.046,24.68,66.03,1698,57.22,2,0
M00444,Plant_D,93.4,0.932,45.03,42.8,283,81.67,4,1
M00445,Plant_D,67.0,0.811,28.88,50.03,131,70.24,3,0
M00446,Plant_C,88.3,1.02,20.63,50.53,382,73.24,3,0
M00447,Plant_C,88.11,0.604,36.9,41.55,935,90.07,5,0
M00448,Plant_B,68.52,0.422,32.96,43.57,1555,66.62,0,0
M00449,Plant_C,88.19,0.712,26.12,45.79,785,57.35,0,0
M00450,Plant_B,95.38,0.749,21.55,65.13,561,93.67,0,0
M00451,Plant_B,68.77,0.738,34.93,41.9,970,60.61,2,0
M00452,Plant_B,70.82,0.765,42.81,48.96,467,64.7,5,1
M00453,Plant_B,90.18,1.149,39.68,40.31,2805,85.33,5,1
M00454,Plant_B,82.71,1.102,35.45,60.87,265,84.18,2,0
M00455,Plant_A,85.51,1.076,38.83,58.61,1828,90.02,5,0
M00456,Plant_C,83.41,1.001,34.78,59.35,701,59.19,4,0
M00457,Plant_B,83.91,1.143,23.56,51.23,2741,67.61,2,1
M00458,Plant_D,66.74,0.298,23.63,46.25,2273,56.29,4,0
M00459,Plant_C,90.47,0.465,33.37,61.61,137,77.05,4,0
M00460,Plant_C,91.7,0.695,33.71,64.33,447,64.63,0,0
M00461,Plant_B,77.71,1.047,41.81,44.16,1336,84.45,3,0
M00462,Plant_A,79.57,0.705,41.06,54.6,2121,50.02,0,0
M00463,Plant_B,64.69,0.948,39.84,47.46,2884,52.98,2,0
M00464,Plant_A,85.14,0.339,32.76,45.04,833,71.63,1,1
M00465,Plant_D,85.72,0.452,23.95,62.03,525,97.91,2,0
M00466,Plant_C,79.38,0.932,38.3,56.14,1370,94.54,3,1
M00467,Plant_D,91.24,0.365,39.2,46.49,747,99.7,2,0
M00468,Plant_A,76.66,0.551,15.89,49.3,2433,70.84,3,0
M00469,Plant_A,85.65,0.465,28.33,69.0,419,52.33,1,0
M00470,Plant_D,69.8,0.55,29.47,65.46,611,65.3,1,0
M00471,Plant_A,79.76,0.908,35.95,66.4,2372,83.79,5,0
M00472,Plant_D,78.26,0.568,28.57,53.8,2653,56.76,4,0
M00473,Plant_C,82.25,0.755,34.69,58.71,1822,65.0,2,0
M00474,Plant_D,76.3,0.3,33.32,51.3,1856,52.81,4,0
M00475,Plant_C,78.69,1.005,33.73,42.33,1877,73.75,0,0
M00476,Plant_D,88.26,0.57,29.27,52.03,2889,60.45,0,1
M00477,Plant_A,75.63,0.849,29.89,57.82,2615,54.56,0,0
M00478,Plant_D,63.93,0.925,26.36,48.61,1639,70.56,5,1
M00479,Plant_A,97.5,0.41,38.04,65.44,1037,67.56,0,0
M00480,Plant_D,93.81,1.085,39.57,44.53,864,76.88,0,0
M00481,Plant_D,67.08,0.816,28.84,51.01,2310,87.45,2,0
M00482,Plant_B,86.9,0.629,47.17,43.75,752,55.63,4,0
M00483,Plant_A,74.97,0.382,32.48,52.14,2955,89.56,4,0
M00484,Plant_B,82.63,1.142,47.24,41.19,2229,51.31,3,0
M00485,Plant_A,82.94,0.955,29.86,48.18,580,72.16,0,0
M00486,Plant_B,77.66,0.408,18.79,52.02,615,79.37,1,0
M00487,Plant_C,72.16,0.538,38.22,54.34,1763,97.85,3,1
M00488,Plant_D,73.09,1.01,36.99,56.31,286,78.7,3,0
M00489,Plant_A,70.84,0.896,35.28,48.25,245,57.94,2,0
M00490,Plant_A,71.68,0.966,29.86,55.69,1105,75.88,3,0
M00491,Plant_D,79.33,0.641,34.72,55.27,251,69.79,1,0
M00492,Plant_A,72.84,0.916,30.91,49.49,1486,73.97,4,1
M00493,Plant_A,86.82,0.586,32.58,64.91,192,59.85,3,0
M00494,Plant_B,94.87,0.411,41.73,56.37,1949,75.04,2,0
M00495,Plant_A,74.2,0.833,36.47,49.97,2687,57.5,0,1
M00496,Plant_C,82.39,1.176,39.88,68.42,2796,87.2,1,0
M00497,Plant_C,85.0,0.511,33.15,65.35,701,79.7,0,0
M00498,Plant_D,84.72,0.661,32.26,69.48,148,53.93,5,0
M00499,Plant_A,80.76,0.874,25.77,60.77,2002,94.48,3,0
M00500,Plant_D,87.43,0.742,32.04,51.35,2688,80.82,4,0
M00501,Plant_C,84.82,1.043,8.43,48.43,2303,65.81,2,0
M00502,Plant_A,67.62,0.962,30.28,59.9,874,52.28,1,0
M00503,Plant_A,88.69,0.258,34.35,69.42,645,81.61,4,0
M00504,Plant_D,88.87,1.198,39.51,58.8,1563,68.67,1,0
M00505,Plant_C,72.37,0.952,32.85,66.45,1360,95.38,2,0
M00506,Plant_A,80.38,1.064,37.78,49.87,749,51.74,2,0
M00507,Plant_D,86.83,0.851,17.56,52.21,2123,51.96,3,0
M00508,Plant_C,77.91,1.056,34.55,67.19,1180,97.46,1,0
M00509,Plant_D,90.73,0.312,21.56,62.71,274,98.24,5,0
M00510,Plant_B,103.64,0.548,25.33,69.44,1337,51.39,5,0
M00511,Plant_A,72.14,1.076,33.5,63.24,2174,85.8,3,0
M00512,Plant_B,66.19,0.402,45.21,53.46,2041,61.07,1,1
M00513,Plant_C,83.04,0.278,37.97,55.93,1242,85.07,1,0
M00514,Plant_B,87.22,0.988,35.15,67.02,246,93.44,0,0
M00515,Plant_B,77.69,1.035,34.84,56.55,967,55.04,3,1
M00516,Plant_C,94.53,0.363,29.29,47.66,2412,61.94,1,0
M00517,Plant_D,66.61,1.054,30.65,53.07,2405,51.2,1,0
M00518,Plant_B,86.93,0.887,38.42,55.49,1983,52.19,2,0
M00519,Plant_D,73.94,0.72,23.92,42.9,2974,51.48,0,0
M00520,Plant_B,97.19,1.03,39.74,62.31,842,90.03,5,0
M00521,Plant_D,99.93,0.619,31.89,43.28,1622,64.91,5,0
M00522,Plant_C,72.33,0.394,41.6,52.15,809,74.66,2,0
M00523,Plant_B,74.5,0.485,42.69,64.14,1450,89.39,3,1
M00524,Plant_C,88.6,0.705,21.62,54.03,1193,74.75,5,0
M00525,Plant_B,76.13,0.731,30.35,65.26,2052,71.46,3,1
M00526,Plant_C,79.55,1.006,28.16,50.26,1705,50.58,1,0
M00527,Plant_C,80.25,0.991,20.5,68.73,1781,78.4,4,0
M00528,Plant_B,60.8,0.781,26.74,46.28,1954,56.24,2,0
M00529,Plant_B,79.86,0.981,54.53,41.15,2366,88.23,3,0
M00530,Plant_B,73.1,0.392,39.88,66.17,660,62.89,1,0
M00531,Plant_A,75.07,0.25,50.34,62.57,991,83.71,1,0
M00532,Plant_D,94.44,1.074,41.63,46.96,696,82.31,2,0
M00533,Plant_A,67.43,0.276,29.07,69.54,2490,80.83,5,0
M00534,Plant_A,88.13,0.447,31.95,55.07,2650,63.35,1,0
M00535,Plant_C,77.21,0.895,39.71,68.53,549,63.35,0,0
M00536,Plant_B,77.2,0.609,38.5,55.15,2483,93.15,5,1
M00537,Plant_D,87.9,1.076,30.38,54.16,2151,50.64,4,0
M00538,Plant_C,83.4,0.498,22.92,53.47,1925,59.08,2,0
M00539,Plant_A,85.71,0.212,61.3,50.05,2906,80.51,2,0
M00540,Plant_B,89.68,0.501,33.87,56.01,2664,90.85,2,0
M00541,Plant_C,76.69,0.778,32.39,53.58,1349,67.92,1,0
M00542,Plant_B,73.88,0.576,35.91,41.1,1273,82.67,1,0
M00543,Plant_C,69.15,0.735,33.06,47.81,2385,77.86,2,0
M00544,Plant_B,71.75,1.077,35.98,46.39,1783,53.23,2,0
M00545,Plant_A,109.49,1.112,45.3,66.02,2250,81.09,0,1
M00546,Plant_D,92.45,0.466,34.0,57.97,1298,90.7,3,0
M00547,Plant_A,66.49,0.662,25.7,62.91,1109,99.62,5,0
M00548,Plant_D,66.78,0.749,33.71,68.7,1871,51.48,5,0
M00549,Plant_B,84.82,1.149,31.28,59.32,1807,83.0,0,0
M00550,Plant_C,85.47,1.199,46.39,69.48,2665,70.73,2,0
M00551,Plant_A,85.49,0.435,44.37,49.35,539,50.49,1,0
M00552,Plant_D,77.45,0.927,35.86,45.59,1408,80.72,1,0
M00553,Plant_A,78.75,0.578,24.77,52.1,2372,56.12,2,0
M00554,Plant_D,83.28,0.208,25.19,54.12,2712,68.93,3,0
M00555,Plant_A,80.86,0.209,35.12,66.86,2130,63.07,4,0
M00556,Plant_D,57.81,0.661,37.69,56.8,2067,68.06,4,0
M00557,Plant_D,77.7,0.688,32.0,48.77,345,74.63,0,0
M00558,Plant_B,71.49,0.223,31.16,62.28,1642,67.96,5,0
M00559,Plant_D,81.75,0.887,30.26,55.17,1337,77.64,3,0
M00560,Plant_B,109.85,0.494,34.81,44.86,1713,61.93,4,0
M00561,Plant_D,83.67,0.76,15.94,57.3,1824,81.77,3,0
M00562,Plant_C,76.86,0.501,26.19,67.34,1052,92.69,1,0
M00563,Plant_C,89.22,0.367,29.98,65.28,2966,61.2,1,0
M00564,Plant_C,84.83,0.607,44.66,57.6,2363,75.39,3,1
M00565,Plant_D,84.2,0.432,28.49,51.31,382,82.43,2,0
M00566,Plant_B,86.07,0.735,36.44,42.61,2720,78.23,4,0
M00567,Plant_B,100.57,0.399,36.81,54.09,2529,68.28,4,0
M00568,Plant_D,68.69,0.708,45.38,62.56,2040,82.11,1,0
M00569,Plant_C,84.74,0.357,45.1,50.81,271,51.41,5,0
M00570,Plant_C,70.74,0.871,34.54,47.06,1344,68.5,0,0
M00571,Plant_B,85.56,0.954,31.2,67.94,1218,76.63,4,1
M00572,Plant_C,70.81,0.31,29.69,64.65,1982,51.03,1,0
M00573,Plant_A,75.83,0.668,33.07,59.15,2191,75.38,1,0
M00574,Plant_B,77.05,0.271,31.53,44.1,2375,82.71,3,0
M00575,Plant_C,89.76,0.798,39.43,44.35,2721,87.96,3,0
M00576,Plant_B,89.18,0.464,38.36,43.1,2464,55.67,5,0
M00577,Plant_A,67.54,0.728,39.73,58.49,2878,99.53,3,1
M00578,Plant_B,80.55,0.717,45.07,43.47,700,80.31,0,0
M00579,Plant_B,72.9,1.124,49.9,65.28,2771,68.16,4,0
M00580,Plant_B,67.41,0.749,36.0,69.79,2123,62.45,0,0
M00581,Plant_B,77.83,0.783,43.8,50.99,566,78.64,0,0
M00582,Plant_A,76.92,0.602,32.19,53.61,1838,94.09,3,0
M00583,Plant_D,104.27,1.149,44.48,61.35,396,76.03,5,0
M00584,Plant_B,84.33,0.977,43.49,68.11,2692,83.07,1,0
M00585,Plant_B,66.22,0.485,43.07,66.82,2636,67.88,2,0
M00586,Plant_C,74.35,1.044,35.75,41.73,1119,69.41,1,1
M00587,Plant_B,90.21,0.632,29.65,45.07,2362,64.31,1,0
M00588,Plant_C,100.88,1.029,23.84,62.64,1647,85.28,1,0
M00589,Plant_D,64.14,1.023,34.68,60.67,1998,67.96,1,0
M00590,Plant_A,61.2,0.389,47.26,44.0,760,59.54,0,0
M00591,Plant_A,98.71,0.901,32.52,55.06,753,68.47,3,1
M00592,Plant_D,83.9,0.491,41.28,63.42,901,92.69,3,0
M00593,Plant_A,71.32,0.497,41.75,46.56,440,86.91,1,0
M00594,Plant_D,85.35,0.496,32.73,66.14,803,66.73,2,0
M00595,Plant_D,53.64,0.926,45.53,41.59,2554,95.34,4,1
M00596,Plant_D,80.03,0.43,11.73,63.47,952,53.74,1,0
M00597,Plant_A,83.28,0.201,25.22,58.47,405,52.49,1,0
M00598,Plant_C,89.24,0.915,27.67,49.46,2033,56.37,2,1
M00599,Plant_D,69.86,0.371,28.44,61.63,1887,55.82,0,0
M00600,Plant_B,80.86,0.304,37.69,63.47,973,54.39,1,0
M00601,Plant_A,70.75,0.438,37.32,68.02,1681,83.07,2,0
M00602,Plant_D,82.55,0.58,38.15,51.03,594,80.04,0,0
M00603,Plant_D,71.05,0.676,39.77,60.58,2725,82.38,0,0
M00604,Plant_B,75.92,0.245,27.4,58.08,1785,84.42,5,0
M00605,Plant_C,70.04,1.171,25.25,55.76,1705,87.84,5,1
M00606,Plant_C,86.51,0.916,38.17,66.71,1637,60.36,5,0
M00607,Plant_C,88.58,0.523,29.96,40.1,2688,81.12,1,0
M00608,Plant_D,77.65,0.519,22.44,48.46,2915,79.0,0,0
M00609,Plant_D,80.38,0.649,42.77,56.15,1735,97.18,1,0
M00610,Plant_D,65.51,0.826,46.16,45.35,995,61.62,1,0
M00611,Plant_A,77.0,0.346,47.46,67.24,2602,52.94,3,0
M00612,Plant_B,79.5,0.389,36.5,59.43,1267,82.67,4,0
M00613,Plant_D,106.21,1.059,40.01,54.34,2446,87.01,4,0
M00614,Plant_B,68.88,0.456,45.96,64.44,2574,64.16,3,0
M00615,Plant_B,94.64,0.58,29.87,53.53,1961,78.54,1,1
M00616,Plant_C,89.97,1.071,43.89,56.76,2863,52.98,2,0
M00617,Plant_A,82.81,0.863,37.2,40.08,856,98.0,0,1
M00618,Plant_D,97.59,0.542,42.31,50.97,130,55.5,3,0
M00619,Plant_C,83.72,0.884,36.49,44.16,2479,53.38,5,0
M00620,Plant_C,83.89,0.22,45.37,60.69,2093,52.21,3,0
M00621,Plant_D,79.47,0.936,36.79,54.37,2199,71.36,3,0
M00622,Plant_B,92.24,0.687,23.13,49.05,342,54.86,3,1
M00623,Plant_C,90.96,1.013,46.62,54.03,2922,87.23,4,1
M00624,Plant_B,73.74,1.155,27.42,46.29,785,94.94,1,0
M00625,Plant_A,66.81,1.126,45.02,67.75,1735,63.01,3,0
M00626,Plant_B,77.97,1.109,34.28,41.62,1540,81.44,3,0
M00627,Plant_A,72.0,0.712,44.41,65.96,1598,52.12,3,0
M00628,Plant_B,79.36,0.56,44.08,55.34,1515,69.33,2,0
M00629,Plant_C,92.37,0.665,38.44,58.57,1512,64.65,2,0
M00630,Plant_C,75.43,0.89,39.07,49.08,672,61.43,0,0
M00631,Plant_A,79.57,1.084,38.38,69.0,2091,82.24,1,1
M00632,Plant_D,80.58,0.407,18.89,48.46,2847,56.51,3,0
M00633,Plant_A,88.48,1.118,35.95,57.67,1531,93.04,0,0
M00634,Plant_A,57.53,1.015,26.07,69.8,2666,83.24,5,0
M00635,Plant_B,73.93,1.179,36.37,66.43,1312,85.54,0,1
M00636,Plant_B,82.11,1.08,25.86,56.09,2742,96.77,5,0
M00637,Plant_A,92.0,0.48,25.52,69.71,2430,97.12,5,1
M00638,Plant_C,75.08,0.306,47.84,61.04,1759,77.58,1,0
M00639,Plant_B,61.23,0.312,43.56,46.26,698,74.77,2,0
M00640,Plant_D,86.2,0.491,34.97,52.17,2295,66.77,1,0
M00641,Plant_B,73.65,0.814,36.48,50.03,169,85.78,0,0
M00642,Plant_B,68.1,1.004,33.02,50.32,1493,76.91,5,1
M00643,Plant_D,73.76,1.099,39.56,62.81,1749,96.64,1,0
M00644,Plant_A,78.15,0.824,29.59,57.53,1638,61.93,2,0
M00645,Plant_D,73.95,0.206,42.95,41.14,2381,65.51,0,0
M00646,Plant_A,57.94,0.386,32.98,66.32,2826,65.8,1,0
M00647,Plant_A,88.97,0.3,31.64,48.9,2783,90.3,3,0
M00648,Plant_A,92.75,0.563,35.17,69.91,566,54.95,3,0
M00649,Plant_D,86.52,0.701,30.27,68.63,656,72.78,1,0
M00650,Plant_A,68.62,0.243,37.63,68.22,993,71.38,1,0
M00651,Plant_C,77.99,0.548,30.7,64.33,935,53.66,5,0
M00652,Plant_D,79.93,0.379,38.75,46.62,1410,70.54,5,0
M00653,Plant_C,85.99,0.847,44.73,55.98,717,75.67,2,0
M00654,Plant_A,86.68,0.664,29.25,46.73,1417,53.26,0,0
M00655,Plant_B,72.66,0.695,33.96,47.79,1604,75.49,1,0
M00656,Plant_A,80.82,0.628,38.69,58.33,233,97.96,0,0
M00657,Plant_C,84.57,1.156,31.51,41.23,107,98.95,3,0
M00658,Plant_C,94.56,0.415,38.71,69.08,2175,76.58,0,0
M00659,Plant_D,87.05,0.717,39.44,67.56,882,75.75,4,0
M00660,Plant_B,87.89,0.936,43.67,51.42,1433,64.28,2,0
M00661,Plant_D,80.84,0.757,30.15,55.46,640,99.86,2,0
M00662,Plant_C,94.1,1.129,27.46,53.98,2774,63.71,0,0
M00663,Plant_A,84.1,0.578,32.54,66.47,1157,72.65,2,0
M00664,Plant_B,71.39,0.664,27.26,60.66,2154,50.15,0,0
M00665,Plant_A,94.03,0.289,39.52,48.34,2187,67.46,0,0
M00666,Plant_A,86.98,0.809,25.71,53.41,1008,53.57,3,0
M00667,Plant_B,75.57,0.488,53.66,52.87,2209,87.19,0,1
M00668,Plant_D,75.21,0.36,45.37,68.78,1420,78.05,2,0
M00669,Plant_A,82.97,0.745,35.1,45.26,2526,78.61,4,1
M00670,Plant_C,84.63,0.732,41.94,42.69,421,64.33,1,0
M00671,Plant_A,81.97,0.276,21.91,66.42,832,90.74,2,0
M00672,Plant_B,83.11,0.898,55.19,66.9,1518,50.16,4,0
M00673,Plant_B,97.0,0.824,30.28,66.15,1480,66.68,2,0
M00674,Plant_B,90.72,0.389,34.04,55.33,2986,82.97,4,0
M00675,Plant_D,81.91,0.669,20.15,59.79,2566,95.4,2,0
M00676,Plant_A,89.41,0.92,38.89,56.9,1459,61.73,1,0
M00677,Plant_D,69.67,0.729,26.15,42.08,2167,77.06,3,0
M00678,Plant_D,83.98,0.595,35.81,57.88,2559,76.9,3,0
M00679,Plant_B,98.09,0.522,30.65,40.41,2014,93.71,1,0
M00680,Plant_B,77.82,0.81,26.38,49.75,648,52.53,2,0
M00681,Plant_D,71.52,1.139,28.57,67.97,1382,71.22,4,1
M00682,Plant_A,73.48,0.872,36.81,49.12,704,59.12,0,0
M00683,Plant_C,69.1,0.275,24.75,68.19,1822,51.08,2,0
M00684,Plant_D,72.15,0.661,29.01,47.5,2504,57.35,1,0
M00685,Plant_A,76.29,1.091,40.31,49.44,2348,98.82,5,0
M00686,Plant_B,65.94,0.294,55.82,58.85,2912,60.74,3,0
M00687,Plant_B,80.16,1.189,38.82,62.85,1681,96.75,3,1
M00688,Plant_A,89.02,1.149,27.66,55.04,2378,60.26,2,1
M00689,Plant_C,70.92,0.278,32.06,66.46,2450,96.56,4,1
M00690,Plant_B,95.19,1.133,35.25,41.21,2534,82.73,1,0
M00691,Plant_B,85.11,0.563,32.2,67.67,814,55.66,1,0
M00692,Plant_B,90.31,1.045,42.22,45.89,1024,79.1,4,0
M00693,Plant_A,73.42,0.618,36.74,66.53,157,65.93,4,0
M00694,Plant_D,88.55,0.641,42.26,52.03,533,69.16,2,0
M00695,Plant_B,69.08,0.834,32.48,64.98,2669,72.01,2,0
M00696,Plant_D,88.9,0.974,45.6,60.15,2915,71.14,5,1
M00697,Plant_C,81.72,0.234,33.67,45.28,2976,83.21,3,1
M00698,Plant_B,85.53,0.793,27.23,67.54,1884,88.42,3,0
M00699,Plant_B,68.24,0.387,52.42,47.37,582,66.46,4,0
M00700,Plant_C,71.05,0.546,20.4,47.32,466,96.22,0,0
M00701,Plant_B,85.97,0.548,29.09,64.43,988,96.92,0,0
M00702,Plant_D,70.52,0.669,29.98,43.18,1952,52.03,0,0
M00703,Plant_A,84.63,0.534,55.07,46.66,1454,50.75,1,0
M00704,Plant_D,66.33,0.307,49.45,55.11,1823,71.25,2,0
M00705,Plant_A,88.48,0.346,46.95,64.91,1358,79.53,4,0
M00706,Plant_A,67.67,0.233,32.35,44.42,510,63.9,3,0
M00707,Plant_D,85.52,0.67,54.41,56.43,2330,62.97,0,1
M00708,Plant_D,86.26,1.154,37.95,61.34,2305,83.92,3,1
M00709,Plant_D,73.03,0.316,42.82,65.82,2160,80.09,2,0
M00710,Plant_D,85.82,1.146,36.44,68.07,2713,58.36,5,1
M00711,Plant_C,82.6,0.933,34.6,63.54,1912,94.23,5,1
M00712,Plant_B,74.61,0.837,32.99,59.58,2702,84.0,4,1
M00713,Plant_A,69.91,0.845,33.32,53.01,1902,68.13,0,1
M00714,Plant_D,60.37,1.027,39.87,43.36,777,84.18,0,0
M00715,Plant_D,83.5,0.307,37.94,61.29,717,55.63,5,0
M00716,Plant_D,64.35,0.705,34.75,69.78,2351,73.41,4,0
M00717,Plant_C,80.95,0.897,47.08,62.1,2449,58.45,3,0
M00718,Plant_D,77.37,0.787,11.27,40.5,894,52.07,2,0
M00719,Plant_D,86.79,1.033,39.08,54.89,2744,66.92,5,1
M00720,Plant_D,76.98,0.272,40.74,58.44,828,57.54,5,1
M00721,Plant_B,76.71,0.891,44.18,60.69,1793,81.68,2,0
M00722,Plant_C,87.32,0.734,34.48,61.59,1985,83.7,2,0
M00723,Plant_D,83.35,0.579,36.66,56.74,2653,57.43,5,0
M00724,Plant_A,83.16,0.54,42.89,46.7,738,51.23,3,0
M00725,Plant_A,84.69,0.821,46.93,68.27,290,89.64,3,1
M00726,Plant_A,64.64,1.091,32.6,60.9,1901,50.1,0,0
M00727,Plant_C,87.57,0.696,37.14,47.11,998,67.2,3,0
M00728,Plant_C,86.12,1.025,48.43,49.67,2096,74.73,1,0
M00729,Plant_A,69.83,0.602,18.01,67.66,2207,90.93,4,0
M00730,Plant_D,77.56,0.302,29.48,66.62,1589,91.93,3,0
M00731,Plant_C,79.61,0.262,46.73,52.15,1502,86.25,2,0
M00732,Plant_A,78.66,0.251,43.74,41.15,1552,62.36,3,0
M00733,Plant_A,83.34,0.58,39.18,41.45,2209,86.01,0,0
M00734,Plant_D,94.31,0.537,31.41,48.52,2043,62.33,4,0
M00735,Plant_B,90.82,0.918,27.95,58.87,2449,60.73,4,0
M00736,Plant_C,66.88,0.943,30.27,57.53,737,77.36,2,0
M00737,Plant_D,86.22,0.251,47.38,59.01,1098,83.94,4,0
M00738,Plant_A,93.29,0.421,29.97,61.52,2319,52.65,1,0
M00739,Plant_A,83.87,0.474,35.81,40.57,1628,53.0,4,0
M00740,Plant_D,90.91,0.748,28.97,43.15,162,89.21,5,1
M00741,Plant_C,100.12,0.345,41.74,50.78,2919,92.97,2,0
M00742,Plant_B,90.24,0.334,30.69,44.65,115,80.22,4,0
M00743,Plant_B,82.49,1.144,34.22,42.26,2838,71.44,3,1
M00744,Plant_A,90.45,1.004,21.53,59.23,941,92.27,0,0
M00745,Plant_C,81.45,0.381,22.09,64.46,1224,86.44,5,0
M00746,Plant_B,80.24,0.607,35.06,62.58,1316,78.98,5,0
M00747,Plant_C,76.49,0.556,24.4,64.51,2096,65.99,3,1
M00748,Plant_C,95.63,0.991,51.84,59.98,998,59.9,5,0
M00749,Plant_A,71.82,0.71,18.51,62.06,1590,70.93,1,0
M00750,Plant_B,95.32,0.328,28.6,48.15,2322,64.34,1,0
M00751,Plant_D,85.0,0.939,35.13,69.79,1357,66.96,0,0
M00752,Plant_A,66.01,0.597,32.08,45.49,1614,75.78,0,0
M00753,Plant_B,83.68,0.463,26.17,46.43,516,58.45,0,0
M00754,Plant_B,59.0,0.575,27.34,48.67,1656,90.31,0,0
M00755,Plant_B,86.26,0.698,27.07,69.26,550,57.28,4,0
M00756,Plant_B,88.85,0.543,32.71,69.65,2983,74.05,5,0
M00757,Plant_B,74.08,0.442,50.62,63.85,1923,87.3,3,0
M00758,Plant_C,81.24,0.599,35.62,58.87,379,74.25,1,0
